report_date,BA.1,BA.2,BA.2.75,BA.2.86,BA.4,BA.5,CH.1.1,Delta,EG.5,HK.3,JN.1,JN.1.4,Recombinant,XBB,XBC
2023-08-15,0,0,0,0,0,0.14,1.29,0,4.14,0,0,0,0,8.86,5.14
2023-08-16,0,0,0,0,0,0.14,1.43,0,4.43,0,0,0,0,8.29,4.71
2023-08-17,0,0,0,0,0,0.14,0.86,0,5,0,0,0,0,7.57,4.57
2023-08-18,0,0,0,0,0,0.14,1,0,5.86,0,0,0,0.14,7.43,5.29
2023-08-19,0,0,0,0,0,0.14,0.86,0,6.14,0,0,0,0.14,8.57,5.14
2023-08-20,0,0,0,0,0,0.14,0.86,0,6,0.14,0,0,0.14,8.29,5.14
2023-08-21,0,0,0,0,0,0.14,1.43,0,7,0.29,0,0,0.14,8.29,5.71
2023-08-22,0,0,0,0,0,0,1.86,0,6.57,0.29,0,0,0.14,7,5
2023-08-23,0,0,0,0,0,0,1.86,0,7.29,0.29,0,0,0.14,7.14,5.29
2023-08-24,0,0,0,0,0,0,2,0,7.71,0.29,0,0,0.14,7.57,6
2023-08-25,0,0,0,0,0,0,1.71,0,6.71,0.57,0,0,0,7.14,6
2023-08-26,0,0,0,0,0,0,1.71,0,6.14,0.71,0,0,0,6.43,7.43
2023-08-27,0,0,0,0,0,0,1.57,0,6.29,0.57,0,0,0,6.14,7.43
2023-08-28,0,0,0,0,0,0,1.14,0,6,0.57,0,0,0,6.71,8
2023-08-29,0,0,0,0,0,0,1.14,0,6.57,0.57,0,0,0,7.29,8.71
2023-08-30,0,0,0,0,0,0,1.14,0,6.14,0.57,0,0,0,7.86,8.86
2023-08-31,0,0,0,0,0,0,1,0,6.29,0.57,0,0,0,8.14,8.86
2023-09-01,0,0,0,0,0,0,1.29,0,6.29,0.43,0,0,0,9.29,8.43
2023-09-02,0,0,0,0,0,0,1.43,0,6.57,0.57,0,0,0,9.29,7.29
2023-09-03,0,0,0,0,0,0,1.29,0,6.57,0.57,0,0,0,10.29,8.14
2023-09-04,0,0,0.14,0,0,0,1.43,0,6.43,0.43,0,0,0,9.43,8.43
2023-09-05,0,0,0.14,0,0,0,1.14,0,6.43,0.57,0,0,0,9.29,8.29
2023-09-06,0,0,0.14,0,0,0,1,0,7.71,0.71,0,0,0,9,8.57
2023-09-07,0,0,0.14,0,0,0,1.43,0,8,1,0,0,0,9,8.14
2023-09-08,0,0,0.14,0,0,0,1.71,0,8.43,1.57,0,0,0,8.86,7.57
2023-09-09,0,0,0.14,0,0,0,1.71,0,9,1.29,0,0,0,9,8.86
2023-09-10,0,0,0.14,0,0,0,1.71,0,9.57,1.57,0,0,0,8.71,9.14
2023-09-11,0,0,0,0,0,0,1.57,0,10,1.86,0,0,0,9.71,8.57
2023-09-12,0,0,0,0,0,0,1.43,0,9.71,1.86,0,0,0,9.29,8.29
2023-09-13,0,0,0,0,0,0,1.43,0,9,2.14,0,0,0.14,8.57,7.86
2023-09-14,0,0,0,0,0,0,0.86,0,8.14,2,0,0,0.29,8.57,7.71
2023-09-15,0,0,0,0,0,0,0.43,0,7.71,1.29,0,0,0.29,7.57,7.71
2023-09-16,0,0,0,0,0,0,0.29,0,6.86,1.29,0,0,0.29,6.57,6.43
2023-09-17,0,0,0,0,0,0,0.29,0,6.43,1,0,0,0.29,6.57,5.14
2023-09-18,0,0,0,0,0,0,0.14,0,6.14,0.86,0,0,0.29,5.86,4.57
2023-09-19,0,0,0,0,0,0,0.14,0,6.29,0.86,0,0,0.29,6.29,5.14
2023-09-20,0,0,0,0,0,0,0.14,0,6.71,0.71,0,0,0.29,7.86,5.43
2023-09-21,0,0,0,0,0,0,0.14,0,7.14,0.71,0,0,0.14,7.43,5.71
2023-09-22,0,0,0,0,0,0,0.14,0,7.29,1.14,0,0,0.14,8,6
2023-09-23,0,0,0,0,0,0,0.14,0,8.43,1.14,0,0,0.14,8,6.14
2023-09-24,0,0,0,0,0,0,0.14,0,8.29,1.43,0,0,0.14,7.43,6.29
2023-09-25,0,0,0,0.14,0,0,0.29,0,7.86,1.57,0,0,0.14,6.71,7.29
2023-09-26,0,0,0,0.14,0,0,0.43,0,7.86,2,0,0,0.14,6.71,6.86
2023-09-27,0,0,0,0.14,0,0,0.57,0,7.14,2.29,0,0,0,5.71,5.86
2023-09-28,0,0,0,0.14,0,0,0.57,0,7.86,2.57,0,0,0,6,5.86
2023-09-29,0,0,0,0.14,0,0,0.57,0,7.71,2.57,0,0,0,5.14,5.57
2023-09-30,0,0,0,0.14,0,0,0.57,0,7.43,2.86,0,0,0,5,5.43
2023-10-01,0,0,0,0.29,0,0,0.71,0,9.86,2.86,0,0,0,5,6.14
2023-10-02,0,0,0,0.14,0,0,0.71,0,11.29,2.71,0,0,0,5.43,5.71
2023-10-03,0,0,0,0.14,0,0,0.57,0,11.86,2.57,0,0,0.29,5.86,5.71
2023-10-04,0,0,0,0.14,0,0,0.43,0,13,2,0,0,0.29,5.43,5.57
2023-10-05,0,0,0,0.14,0,0,0.43,0,12.86,2.29,0,0,0.29,5.14,6.14
2023-10-06,0,0,0,0.14,0,0,0.29,0,14.14,2.43,0,0,0.43,5.86,7
2023-10-07,0,0,0,0.14,0,0,0.29,0,14.43,3,0,0,0.43,6.43,7.14
2023-10-08,0,0,0,0,0,0,0.14,0,12.86,3.43,0,0,0.43,6.57,6.43
2023-10-09,0,0,0,0,0,0,0,0,14.43,4.43,0.14,0,0.43,6.71,6.14
2023-10-10,0,0,0,0,0,0,0,0,14.29,4,0.14,0,0.14,6.71,5.43
2023-10-11,0,0,0,0,0,0,0,0,14.86,4.14,0.14,0,0.14,7.57,6
2023-10-12,0,0,0,0,0,0,0,0,15.14,3.71,0.14,0,0.14,8,4.86
2023-10-13,0,0,0,0,0,0,0,0,15.57,3.71,0.14,0,0.14,7.57,4.86
2023-10-14,0,0,0,0.14,0,0,0,0,15.29,3,0.14,0,0.14,7.57,5.14
2023-10-15,0,0,0,0.29,0,0,0,0,15.86,2.57,0.14,0,0.14,7.29,4.86
2023-10-16,0,0,0,0.43,0,0,0.14,0,15,1.71,0,0,0.14,7,4.86
2023-10-17,0,0,0,0.57,0,0,0.29,0,16.14,2.14,0,0,0.14,7.29,5.29
2023-10-18,0,0,0,0.57,0,0,0.29,0,16,2.71,0,0,0.29,7,5.14
2023-10-19,0,0,0,0.57,0,0,0.29,0,15.86,3,0,0,0.43,8.57,5.29
2023-10-20,0,0,0,0.57,0,0,0.29,0,15.57,3.29,0,0,0.57,9.71,4.71
2023-10-21,0,0,0,0.43,0,0,0.29,0,15.43,3.71,0,0,0.71,10,4.14
2023-10-22,0,0,0,0.43,0,0,0.29,0,15.86,4,0,0.14,0.86,11,5.14
2023-10-23,0,0,0,0.29,0,0,0.14,0,14.86,4,0,0.14,1.14,11.29,4.43
2023-10-24,0,0,0,0.14,0,0,0.14,0,14.29,4.86,0,0.14,1.14,10.86,3.86
2023-10-25,0,0,0,0.14,0,0,0.29,0,14,5,0,0.14,1,10.71,3.71
2023-10-26,0,0,0,0.14,0,0,0.43,0,13.86,5.57,0.43,0.14,0.86,9.14,4
2023-10-27,0,0,0,0.14,0,0,0.43,0,11.86,4.86,0.43,0.14,0.71,7.71,3.14
2023-10-28,0,0,0,0.29,0,0,0.43,0,10.71,4.29,0.43,0.14,0.57,6.43,2.71
2023-10-29,0,0,0,0.14,0,0,0.43,0,8.43,4,0.43,0,0.57,5.14,1.57
2023-10-30,0,0,0,0.14,0,0,0.43,0,8.14,4.29,0.43,0,0.43,4.71,1.86
2023-10-31,0,0,0,0.43,0,0,0.86,0,12.29,7.29,0.43,0,1.14,6.14,5
2023-11-01,0,0,0,0.43,0,0,0.86,0,11.86,7.71,0.43,0,1.29,6.14,5.43
2023-11-02,0,0,0,0.43,0,0,0.71,0,12.43,8.14,0,0,1.43,5.86,5.86
2023-11-03,0,0,0,0.43,0,0,0.86,0,14.57,8.86,0,0,1.29,7,6.86
2023-11-04,0,0,0,0.43,0,0,0.86,0,15.57,10.57,0,0,1.43,7.71,7.14
2023-11-05,0,0,0,0.57,0,0,0.86,0,17.43,11.71,0,0,1.57,8.57,7.43
2023-11-06,0,0,0,0.57,0,0,1,0,19.43,14.14,0.14,0,1.43,9,7.57
2023-11-07,0,0,0,0.57,0,0,0.71,0,15.71,11.14,0.14,0,0.86,7,4.86
2023-11-08,0,0,0,0.86,0,0,0.71,0,16.57,11.86,0.14,0,0.71,6.57,4.57
2023-11-09,0,0,0,1.14,0,0,1,0,16.43,11.71,0.14,0.14,0.57,6.86,4.29
2023-11-10,0,0,0,1.14,0,0,1,0,17.14,12.57,0.14,0.29,0.71,6.14,4.57
2023-11-11,0,0,0,1,0,0,1,0,16.29,10.86,0.14,0.43,0.71,5.86,4.29
2023-11-12,0,0,0,0.86,0,0,1,0,15.14,9.71,0.14,0.43,0.43,5.14,4
2023-11-13,0,0,0,1.29,0,0,1.86,0,18.71,11.29,0.14,0.43,0.57,6,5.71
2023-11-14,0,0,0,1.29,0,0,1.71,0,19.43,11,0.14,0.43,0.57,6.43,5.57
2023-11-15,0,0,0,1,0,0,2.29,0,20,11.29,0.14,0.43,0.57,6.14,5.71
2023-11-16,0,0,0,1.14,0,0,2,0,20.71,11.86,0.43,0.57,0.71,6,4.86
2023-11-17,0,0,0,1.43,0,0,2.14,0,20.57,11.57,0.57,0.43,0.57,6,4
2023-11-18,0,0,0,1.57,0,0,2.14,0,22.86,13.57,0.71,0.29,0.43,6.71,4.43
2023-11-19,0,0,0,1.57,0,0,2.43,0,25,14.57,0.71,0.29,0.43,7.14,4.57
2023-11-20,0,0,0,1.29,0,0,1.86,0,21.71,11.71,1.14,0.43,0.43,7.14,2.71
2023-11-21,0,0,0,1.57,0,0,1.86,0,21.29,12.29,1.86,0.43,0.29,6.71,2.86
2023-11-22,0,0,0,1.86,0,0,1.71,0,21.29,12.57,2,0.43,0.57,7.57,2.86
2023-11-23,0,0,0,1.71,0,0,2,0,20.43,11.57,2.14,0.14,0.43,6.43,3
2023-11-24,0,0,0,2,0,0,1.86,0,21,11.71,2.57,0.29,0.43,6.86,3.29
2023-11-25,0,0,0,1.86,0,0,2,0,20,10.86,2.71,0.29,0.43,6.71,3.14
2023-11-26,0,0,0,2.29,0,0,1.86,0,19.71,10.43,3,0.29,0.43,6.71,3.29
2023-11-27,0,0,0,2.29,0,0,1.43,0,20.29,11,2.71,0.29,0.43,5.29,3
2023-11-28,0,0,0,2,0,0,1.43,0,20.86,11,2.57,0.29,0.43,5.14,2.86
2023-11-29,0,0,0,1.71,0,0,0.86,0,20,10.71,2.86,0.43,0.29,4.86,2.29
2023-11-30,0,0,0,1.86,0,0,0.86,0,20.86,11.29,3,0.43,0.43,5.43,2.43
2023-12-01,0,0,0,1.86,0,0,0.86,0,20.57,11,3.29,0.43,0.71,4.71,2
2023-12-02,0,0,0,2,0,0,0.71,0,20.86,10.57,3.29,0.43,0.86,4.43,2
2023-12-03,0,0,0,1.71,0,0,0.57,0,21,10.29,4,0.43,0.86,4.57,2
2023-12-04,0,0,0,1.86,0,0,0.71,0,18.86,10.43,4.86,0.43,0.86,5,2.14
2023-12-05,0,0,0,2,0,0,0.71,0,19.14,10.14,5,0.43,0.86,5.71,2
2023-12-06,0,0,0,2.43,0,0,0.86,0,20,8.86,5.14,0.57,0.71,5,2.29
2023-12-07,0,0,0,2.14,0,0,0.71,0,21,8.57,5.29,0.71,0.86,5.57,2.14
2023-12-08,0,0,0,2.14,0,0,0.57,0,20.71,8.29,5.29,0.57,0.71,6,2
2023-12-09,0,0,0,2.43,0,0,0.57,0,21,9.57,6.14,0.57,0.71,5.71,1.86
2023-12-10,0,0,0,2.43,0,0,0.57,0,20.57,10.14,5.43,0.57,0.86,5.43,1.71
2023-12-11,0,0,0,2.57,0,0,0.43,0,23,8.43,5,0.86,0.71,5.71,1.86
2023-12-12,0,0,0,2.14,0,0,0.29,0,21.43,7.86,5.43,0.86,0.71,5.14,1.86
2023-12-13,0,0,0,2.14,0,0,0.29,0,21.43,7.57,5.43,0.71,0.86,5.57,1.43
2023-12-14,0,0,0,2.29,0,0,0.14,0,19.43,6.57,5.14,0.57,0.71,5.14,1.14
2023-12-15,0,0,0,1.86,0,0,0.14,0,18.86,5.86,5.14,0.57,0.57,5,1.43
2023-12-16,0,0,0,2,0,0,0.14,0,18.29,5,5.29,1,0.86,5,1.71
2023-12-17,0,0,0,2.29,0,0,0.14,0,17.71,4.29,6.14,1.43,1.14,5.14,1.71
2023-12-18,0,0,0,2.14,0,0,0.14,0,15.57,4.57,6.86,1.14,1.14,4.43,1.29
2023-12-19,0,0,0,2.43,0,0,0.14,0,15.14,4.86,6.43,1.14,1.29,4.57,1.29
2023-12-20,0,0,0,2,0,0,0,0,12.14,4.57,6.29,1.14,1.29,4,1.43
2023-12-21,0,0,0,1.86,0,0,0,0,11.57,5,6.29,1.29,1.14,3.57,1.43
2023-12-22,0,0,0,2,0,0,0,0,10,5.14,6.29,1.57,1.14,3,1.14
2023-12-23,0,0,0,1.86,0,0,0.14,0,9.43,4.14,6.29,1.14,0.86,2.57,0.71
2023-12-24,0,0,0,1.71,0,0,0.29,0,8.71,4.29,6.86,0.71,0.57,2.43,0.71
2023-12-25,0,0,0,1.71,0,0,0.29,0,7.43,3.71,6.57,0.71,0.57,2.14,1
2023-12-26,0,0,0,1.86,0,0,0.43,0,6.71,2.86,7.14,0.86,0.43,1.57,0.86
2023-12-27,0,0,0,2.43,0,0,0.43,0,8.57,2.71,8.71,1.43,0.29,1.71,0.86
2023-12-28,0,0,0,2.71,0,0,0.57,0,8.29,2.14,11.43,1.86,0.43,1.71,1.29
2023-12-29,0,0,0,3.14,0,0,0.57,0,9.29,2.14,13.29,1.86,0.57,2,1.29
2023-12-30,0,0,0,3.14,0,0,0.57,0,10.29,3,14.86,2.29,0.43,2,1.29
2023-12-31,0,0,0,3,0,0,0.43,0,10.14,2.57,16.29,2.29,0.29,1.86,1.43
2024-01-01,0,0,0,3.43,0,0,0.43,0,10.14,2.43,18.71,2.57,0.29,1.86,1.14
2024-01-02,0,0,0,3.86,0,0,0.29,0,10.57,2.86,21.14,2.71,0.43,1.71,1
2024-01-03,0,0,0,3.71,0,0,0.29,0,9.57,3,21.57,2.29,0.43,1.71,0.86
2024-01-04,0,0,0,4.29,0,0,0.14,0,9.86,3.14,21.29,2.14,0.29,2,0.57
2024-01-05,0,0,0,3.71,0,0,0.14,0,9.71,3.14,21.29,2,0.43,2.14,0.57
2024-01-06,0,0,0,3.71,0,0,0,0,8.71,2.57,21.71,1.86,0.57,2.57,0.71
2024-01-07,0,0,0,4.14,0,0,0,0,8.71,3.29,20.86,2,0.86,2.86,0.57
2024-01-08,0,0,0,3.43,0,0,0,0,9.29,3.71,21.29,2.14,1,3.14,0.71
2024-01-09,0,0,0,2.57,0,0,0,0,8.71,4.43,21.57,2.71,0.86,3.14,0.71
2024-01-10,0,0,0,2.43,0,0,0,0,8.43,4.71,22.71,3,1,2.86,0.86
2024-01-11,0,0,0,1.71,0,0,0,0,7.71,4.86,22.71,3.71,1.14,2.29,0.86
2024-01-12,0,0,0,1.86,0,0,0,0,7,4.86,24.57,4,0.86,1.71,0.71
2024-01-13,0,0,0,1.71,0,0,0,0,6.29,4.57,24.71,4.14,1,1.57,0.57
2024-01-14,0,0,0,1.86,0,0,0,0,6.14,4.29,26.86,4.43,1,1,0.71
2024-01-15,0,0,0,3,0,0,0,0,5.14,4,28.43,4.86,1.14,0.86,0.71
2024-01-16,0,0,0,3.71,0,0,0,0,5.43,3.14,29.29,5,1.43,1.14,0.71
2024-01-17,0,0.14,0,3.57,0,0,0,0,5.14,3.14,29.14,4.57,1.29,1.14,0.57
2024-01-18,0,0.14,0,3.71,0,0,0,0,5,2.71,29.86,3.86,1.14,1.29,0.43
2024-01-19,0,0.14,0,3.86,0,0,0,0,4.57,2.57,28.71,3.71,1.43,1.43,0.43
2024-01-20,0,0.14,0,4,0,0,0,0,4.71,2.43,28.86,3.57,1.57,1.14,0.43
2024-01-21,0,0.14,0,3.43,0,0,0.14,0,4.14,2,26.29,3.57,1.43,1.29,0.14
2024-01-22,0,0.14,0,2.43,0,0,0.14,0,4.14,2.14,23.29,3,1.43,1.14,0
2024-01-23,0,0.14,0,1.86,0,0,0.14,0,3.43,2,20.86,2.71,1.14,0.86,0
2024-01-24,0,0,0,1.71,0,0,0.14,0,3.57,1.29,21.29,3.29,1.14,0.86,0
2024-01-25,0,0,0,1.57,0,0,0.14,0,3.14,1.43,20.43,3.14,1.29,0.71,0
2024-01-26,0,0,0,1.14,0,0,0.14,0,2.86,1.29,20.71,3.43,1,0.57,0
2024-01-27,0,0,0,0.71,0,0,0.29,0,2.57,1.29,20.14,3.57,0.57,0.71,0
2024-01-28,0,0,0,0.71,0,0,0.14,0,2.43,1.14,20.29,3.71,0.57,0.57,0
2024-01-29,0,0,0,0.86,0,0,0.14,0,1.86,0.71,19.71,3.71,0.43,0.43,0
2024-01-30,0,0,0,0.86,0,0,0.14,0,2.14,0.43,20.57,4.14,0.57,0.29,0
2024-01-31,0,0,0,1,0,0,0.14,0,1.57,0.57,19,4.14,0.86,0.14,0
2024-02-01,0,0,0,0.86,0,0,0.14,0,1.86,0.57,18.57,4.29,1,0.14,0
2024-02-02,0,0,0,0.86,0,0,0.14,0,1.71,0.43,15.57,4.14,1.29,0.43,0
2024-02-03,0,0,0,1,0,0,0,0,1.57,0.43,13.43,3.71,1.43,0.29,0
2024-02-04,0,0,0,1.14,0,0,0,0,1.71,0.43,13,3.14,1.43,0.29,0
2024-02-05,0,0,0,0.86,0,0,0,0,1.86,0.29,11.86,2.71,1.29,0.29,0
2024-02-06,0,0,0,0.71,0,0,0,0,1,0.29,9.86,1.86,1.29,0.29,0
2024-02-07,0,0,0,1,0,0,0,0,1,0.14,11.29,2.14,1.14,0.43,0
2024-02-08,0,0,0,0.86,0,0,0,0,0.71,0,11.86,2,1.43,0.57,0
2024-02-09,0,0,0,0.86,0,0,0,0,0.86,0,13.29,2.29,1.57,0.29,0
2024-02-10,0,0,0,0.71,0,0,0,0,1,0,13.71,2.57,1.86,0.29,0
2024-02-11,0,0,0,0.71,0,0,0,0,1,0,13.43,2.71,1.71,0.29,0
2024-02-17,0,0,0,0.71,0,0,0,0,0.71,0,12.57,2.86,1.71,0.29,0
